@relation winequality-red-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R11-weka.filters.unsupervised.attribute.Discretize-B8-M-1.0-R9-10-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R6-7-weka.filters.unsupervised.attribute.Discretize-B15-M-1.0-R8-weka.filters.unsupervised.attribute.Discretize-B30-M-1.0-R5-weka.filters.unsupervised.attribute.Discretize-B30-M-1.0-R4-weka.filters.unsupervised.attribute.Discretize-B15-M-1.0-R3-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-R1-2

@attribute 'fixed acidity' {'\'(-inf-5.165]\'','\'(5.165-5.73]\'','\'(5.73-6.295]\'','\'(6.295-6.86]\'','\'(6.86-7.425]\'','\'(7.425-7.99]\'','\'(7.99-8.555]\'','\'(8.555-9.12]\'','\'(9.12-9.685]\'','\'(9.685-10.25]\'','\'(10.25-10.815]\'','\'(10.815-11.38]\'','\'(11.38-11.945]\'','\'(11.945-12.51]\'','\'(12.51-13.075]\'','\'(13.075-13.64]\'','\'(13.64-14.205]\'','\'(14.205-14.77]\'','\'(14.77-15.335]\'','\'(15.335-inf)\''}
@attribute 'volatile acidity' {'\'(-inf-0.193]\'','\'(0.193-0.266]\'','\'(0.266-0.339]\'','\'(0.339-0.412]\'','\'(0.412-0.485]\'','\'(0.485-0.558]\'','\'(0.558-0.631]\'','\'(0.631-0.704]\'','\'(0.704-0.777]\'','\'(0.777-0.85]\'','\'(0.85-0.923]\'','\'(0.923-0.996]\'','\'(0.996-1.069]\'','\'(1.069-1.142]\'','\'(1.142-1.215]\'','\'(1.215-1.288]\'','\'(1.288-1.361]\'','\'(1.361-1.434]\'','\'(1.434-1.507]\'','\'(1.507-inf)\''}
@attribute 'citric acid' {'\'(-inf-0.066667]\'','\'(0.066667-0.133333]\'','\'(0.133333-0.2]\'','\'(0.2-0.266667]\'','\'(0.266667-0.333333]\'','\'(0.333333-0.4]\'','\'(0.4-0.466667]\'','\'(0.466667-0.533333]\'','\'(0.533333-0.6]\'','\'(0.6-0.666667]\'','\'(0.666667-0.733333]\'','\'(0.733333-0.8]\'','\'(0.8-0.866667]\'','\'(0.866667-0.933333]\'','\'(0.933333-inf)\''}
@attribute 'residual sugar' {'\'(-inf-1.386667]\'','\'(1.386667-1.873333]\'','\'(1.873333-2.36]\'','\'(2.36-2.846667]\'','\'(2.846667-3.333333]\'','\'(3.333333-3.82]\'','\'(3.82-4.306667]\'','\'(4.306667-4.793333]\'','\'(4.793333-5.28]\'','\'(5.28-5.766667]\'','\'(5.766667-6.253333]\'','\'(6.253333-6.74]\'','\'(6.74-7.226667]\'','\'(7.226667-7.713333]\'','\'(7.713333-8.2]\'','\'(8.2-8.686667]\'','\'(8.686667-9.173333]\'','\'(9.173333-9.66]\'','\'(9.66-10.146667]\'','\'(10.146667-10.633333]\'','\'(10.633333-11.12]\'','\'(11.12-11.606667]\'','\'(11.606667-12.093333]\'','\'(12.093333-12.58]\'','\'(12.58-13.066667]\'','\'(13.066667-13.553333]\'','\'(13.553333-14.04]\'','\'(14.04-14.526667]\'','\'(14.526667-15.013333]\'','\'(15.013333-inf)\''}
@attribute chlorides {'\'(-inf-0.031967]\'','\'(0.031967-0.051933]\'','\'(0.051933-0.0719]\'','\'(0.0719-0.091867]\'','\'(0.091867-0.111833]\'','\'(0.111833-0.1318]\'','\'(0.1318-0.151767]\'','\'(0.151767-0.171733]\'','\'(0.171733-0.1917]\'','\'(0.1917-0.211667]\'','\'(0.211667-0.231633]\'','\'(0.231633-0.2516]\'','\'(0.2516-0.271567]\'','\'(0.271567-0.291533]\'','\'(0.291533-0.3115]\'','\'(0.3115-0.331467]\'','\'(0.331467-0.351433]\'','\'(0.351433-0.3714]\'','\'(0.3714-0.391367]\'','\'(0.391367-0.411333]\'','\'(0.411333-0.4313]\'','\'(0.4313-0.451267]\'','\'(0.451267-0.471233]\'','\'(0.471233-0.4912]\'','\'(0.4912-0.511167]\'','\'(0.511167-0.531133]\'','\'(0.531133-0.5511]\'','\'(0.5511-0.571067]\'','\'(0.571067-0.591033]\'','\'(0.591033-inf)\''}
@attribute 'free sulfur dioxide' {'\'(-inf-8.1]\'','\'(8.1-15.2]\'','\'(15.2-22.3]\'','\'(22.3-29.4]\'','\'(29.4-36.5]\'','\'(36.5-43.6]\'','\'(43.6-50.7]\'','\'(50.7-57.8]\'','\'(57.8-64.9]\'','\'(64.9-inf)\''}
@attribute 'total sulfur dioxide' {'\'(-inf-34.3]\'','\'(34.3-62.6]\'','\'(62.6-90.9]\'','\'(90.9-119.2]\'','\'(119.2-147.5]\'','\'(147.5-175.8]\'','\'(175.8-204.1]\'','\'(204.1-232.4]\'','\'(232.4-260.7]\'','\'(260.7-inf)\''}
@attribute density {'\'(-inf-0.990978]\'','\'(0.990978-0.991886]\'','\'(0.991886-0.992794]\'','\'(0.992794-0.993702]\'','\'(0.993702-0.99461]\'','\'(0.99461-0.995518]\'','\'(0.995518-0.996426]\'','\'(0.996426-0.997334]\'','\'(0.997334-0.998242]\'','\'(0.998242-0.99915]\'','\'(0.99915-1.000058]\'','\'(1.000058-1.000966]\'','\'(1.000966-1.001874]\'','\'(1.001874-1.002782]\'','\'(1.002782-inf)\''}
@attribute pH {'\'(-inf-2.89875]\'','\'(2.89875-3.0575]\'','\'(3.0575-3.21625]\'','\'(3.21625-3.375]\'','\'(3.375-3.53375]\'','\'(3.53375-3.6925]\'','\'(3.6925-3.85125]\'','\'(3.85125-inf)\''}
@attribute sulphates {'\'(-inf-0.53875]\'','\'(0.53875-0.7475]\'','\'(0.7475-0.95625]\'','\'(0.95625-1.165]\'','\'(1.165-1.37375]\'','\'(1.37375-1.5825]\'','\'(1.5825-1.79125]\'','\'(1.79125-inf)\''}
@attribute alcohol {'\'(-inf-9.05]\'','\'(9.05-9.7]\'','\'(9.7-10.35]\'','\'(10.35-11]\'','\'(11-11.65]\'','\'(11.65-12.3]\'','\'(12.3-12.95]\'','\'(12.95-13.6]\'','\'(13.6-14.25]\'','\'(14.25-inf)\''}
@attribute quality {3,4,5,6,7,8}

@data
'\'(6.86-7.425]\'','\'(0.631-0.704]\'','\'(0.066667-0.133333]\'','\'(1.386667-1.873333]\'','\'(0.091867-0.111833]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.631-0.704]\'','\'(0.066667-0.133333]\'','\'(1.386667-1.873333]\'','\'(0.091867-0.111833]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.295-6.86]\'','\'(0.631-0.704]\'','\'(0.266667-0.333333]\'','\'(5.766667-6.253333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(34.3-62.6]\'','\'(0.996426-0.997334]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.7-10.35]\'',5
'\'(6.295-6.86]\'','\'(0.412-0.485]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(90.9-119.2]\'','\'(0.99461-0.995518]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.05-9.7]\'',5
'\'(5.73-6.295]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.992794-0.993702]\'','\'(3.53375-3.6925]\'','\'(0.53875-0.7475]\'','\'(12.3-12.95]\'',6
'\'(7.99-8.555]\'','\'(0.631-0.704]\'','\'(0.2-0.266667]\'','\'(2.36-2.846667]\'','\'(0.091867-0.111833]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(-inf-1.386667]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.993702-0.99461]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.99-8.555]\'','\'(0.485-0.558]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(6.295-6.86]\'','\'(0.558-0.631]\'','\'(0.133333-0.2]\'','\'(3.82-4.306667]\'','\'(0.051933-0.0719]\'','\'(22.3-29.4]\'','\'(62.6-90.9]\'','\'(0.996426-0.997334]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.05-9.7]\'',5
'\'(8.555-9.12]\'','\'(0.631-0.704]\'','\'(0.066667-0.133333]\'','\'(1.386667-1.873333]\'','\'(0.091867-0.111833]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',6
'\'(8.555-9.12]\'','\'(0.631-0.704]\'','\'(0.066667-0.133333]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(15.2-22.3]\'','\'(90.9-119.2]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(0.066667-0.133333]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(9.7-10.35]\'',7
'\'(6.86-7.425]\'','\'(0.631-0.704]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',6
'\'(7.425-7.99]\'','\'(0.631-0.704]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(119.2-147.5]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.425-7.99]\'','\'(0.631-0.704]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(119.2-147.5]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.425-7.99]\'','\'(0.266-0.339]\'','\'(0.4-0.466667]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.375-3.53375]\'','\'(0.7475-0.95625]\'','\'(11.65-12.3]\'',6
'\'(6.86-7.425]\'','\'(0.266-0.339]\'','\'(0.266667-0.333333]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.95625-1.165]\'','\'(9.7-10.35]\'',8
'\'(7.99-8.555]\'','\'(0.485-0.558]\'','\'(0.333333-0.4]\'','\'(2.36-2.846667]\'','\'(0.0719-0.091867]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.998242-0.99915]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',6
'\'(7.425-7.99]\'','\'(0.266-0.339]\'','\'(0.266667-0.333333]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(15.2-22.3]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(11-11.65]\'',7
'\'(7.99-8.555]\'','\'(0.193-0.266]\'','\'(0.333333-0.4]\'','\'(4.793333-5.28]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(10.35-11]\'',6
'\'(5.73-6.295]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.99461-0.995518]\'','\'(3.53375-3.6925]\'','\'(0.7475-0.95625]\'','\'(10.35-11]\'',6
'\'(7.99-8.555]\'','\'(0.266-0.339]\'','\'(0.333333-0.4]\'','\'(1.873333-2.36]\'','\'(0.031967-0.051933]\'','\'(29.4-36.5]\'','\'(34.3-62.6]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.95625-1.165]\'','\'(12.3-12.95]\'',7
'\'(5.73-6.295]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.99461-0.995518]\'','\'(3.53375-3.6925]\'','\'(0.7475-0.95625]\'','\'(10.35-11]\'',6
'\'(6.295-6.86]\'','\'(0.923-0.996]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.993702]\'','\'(3.375-3.53375]\'','\'(-inf-0.53875]\'','\'(11.65-12.3]\'',6
'\'(6.295-6.86]\'','\'(0.412-0.485]\'','\'(0.333333-0.4]\'','\'(2.36-2.846667]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.53375-3.6925]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',6
'\'(7.99-8.555]\'','\'(0.193-0.266]\'','\'(0.333333-0.4]\'','\'(4.793333-5.28]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(10.35-11]\'',6
'\'(9.685-10.25]\'','\'(0.558-0.631]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.091867-0.111833]\'','\'(8.1-15.2]\'','\'(62.6-90.9]\'','\'(0.995518-0.996426]\'','\'(2.89875-3.0575]\'','\'(0.7475-0.95625]\'','\'(9.7-10.35]\'',5
'\'(9.685-10.25]\'','\'(0.266-0.339]\'','\'(0.533333-0.6]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99915-1.000058]\'','\'(3.0575-3.21625]\'','\'(0.7475-0.95625]\'','\'(9.05-9.7]\'',5
'\'(5.73-6.295]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.996426-0.997334]\'','\'(3.53375-3.6925]\'','\'(0.7475-0.95625]\'','\'(9.05-9.7]\'',5
'\'(9.685-10.25]\'','\'(0.266-0.339]\'','\'(0.533333-0.6]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99915-1.000058]\'','\'(3.0575-3.21625]\'','\'(0.7475-0.95625]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.339-0.412]\'','\'(0.266667-0.333333]\'','\'(2.36-2.846667]\'','\'(0.051933-0.0719]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(11.65-12.3]\'',7
'\'(7.425-7.99]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.425-7.99]\'','\'(0.631-0.704]\'','\'(0.2-0.266667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(119.2-147.5]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.425-7.99]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(7.425-7.99]\'','\'(0.339-0.412]\'','\'(0.133333-0.2]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.996426-0.997334]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.485-0.558]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.995518-0.996426]\'','\'(3.375-3.53375]\'','\'(0.7475-0.95625]\'','\'(11-11.65]\'',6
'\'(6.295-6.86]\'','\'(0.485-0.558]\'','\'(0.066667-0.133333]\'','\'(3.82-4.306667]\'','\'(0.111833-0.1318]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',4
'\'(7.99-8.555]\'','\'(0.193-0.266]\'','\'(0.333333-0.4]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',6
'\'(7.99-8.555]\'','\'(0.193-0.266]\'','\'(0.333333-0.4]\'','\'(1.386667-1.873333]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.997334-0.998242]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',6
'\'(7.425-7.99]\'','\'(0.193-0.266]\'','\'(0.333333-0.4]\'','\'(1.386667-1.873333]\'','\'(0.031967-0.051933]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(11.65-12.3]\'',6
'\'(7.425-7.99]\'','\'(0.339-0.412]\'','\'(0.266667-0.333333]\'','\'(2.36-2.846667]\'','\'(0.0719-0.091867]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',5
'\'(7.425-7.99]\'','\'(0.631-0.704]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(22.3-29.4]\'','\'(34.3-62.6]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',5
'\'(7.425-7.99]\'','\'(-inf-0.193]\'','\'(0.333333-0.4]\'','\'(1.873333-2.36]\'','\'(0.031967-0.051933]\'','\'(36.5-43.6]\'','\'(62.6-90.9]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(11-11.65]\'',5
'\'(6.86-7.425]\'','\'(0.339-0.412]\'','\'(0.2-0.266667]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(10.35-11]\'',5
'\'(7.425-7.99]\'','\'(0.412-0.485]\'','\'(0.266667-0.333333]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(62.6-90.9]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(9.7-10.35]\'',6
'\'(5.73-6.295]\'','\'(0.412-0.485]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.031967-0.051933]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.993702-0.99461]\'','\'(3.375-3.53375]\'','\'(0.7475-0.95625]\'','\'(11.65-12.3]\'',6
'\'(5.73-6.295]\'','\'(0.339-0.412]\'','\'(0.133333-0.2]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(9.7-10.35]\'',7
'\'(9.685-10.25]\'','\'(0.485-0.558]\'','\'(0.333333-0.4]\'','\'(15.013333-inf)\'','\'(0.211667-0.231633]\'','\'(50.7-57.8]\'','\'(90.9-119.2]\'','\'(1.002782-inf)\'','\'(3.0575-3.21625]\'','\'(0.7475-0.95625]\'','\'(-inf-9.05]\'',6
'\'(9.685-10.25]\'','\'(0.485-0.558]\'','\'(0.333333-0.4]\'','\'(15.013333-inf)\'','\'(0.211667-0.231633]\'','\'(50.7-57.8]\'','\'(90.9-119.2]\'','\'(1.002782-inf)\'','\'(3.0575-3.21625]\'','\'(0.7475-0.95625]\'','\'(-inf-9.05]\'',6
'\'(9.685-10.25]\'','\'(0.339-0.412]\'','\'(0.333333-0.4]\'','\'(1.386667-1.873333]\'','\'(0.151767-0.171733]\'','\'(22.3-29.4]\'','\'(62.6-90.9]\'','\'(0.998242-0.99915]\'','\'(3.0575-3.21625]\'','\'(0.53875-0.7475]\'','\'(-inf-9.05]\'',5
'\'(6.295-6.86]\'','\'(0.85-0.923]\'','\'(0.266667-0.333333]\'','\'(4.793333-5.28]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(34.3-62.6]\'','\'(0.995518-0.996426]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.995518-0.996426]\'','\'(3.375-3.53375]\'','\'(-inf-0.53875]\'','\'(9.7-10.35]\'',5
'\'(6.86-7.425]\'','\'(0.631-0.704]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(90.9-119.2]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',6
'\'(6.86-7.425]\'','\'(0.339-0.412]\'','\'(0.266667-0.333333]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',7
'\'(6.86-7.425]\'','\'(0.777-0.85]\'','\'(0.133333-0.2]\'','\'(4.793333-5.28]\'','\'(0.091867-0.111833]\'','\'(15.2-22.3]\'','\'(90.9-119.2]\'','\'(0.996426-0.997334]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.05-9.7]\'',6
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(15.2-22.3]\'','\'(-inf-34.3]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.7475-0.95625]\'','\'(9.7-10.35]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(0.133333-0.2]\'','\'(1.386667-1.873333]\'','\'(0.051933-0.0719]\'','\'(-inf-8.1]\'','\'(-inf-34.3]\'','\'(0.992794-0.993702]\'','\'(3.375-3.53375]\'','\'(-inf-0.53875]\'','\'(11.65-12.3]\'',5
'\'(6.86-7.425]\'','\'(0.631-0.704]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(29.4-36.5]\'','\'(90.9-119.2]\'','\'(0.995518-0.996426]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',6
'\'(6.86-7.425]\'','\'(0.777-0.85]\'','\'(0.133333-0.2]\'','\'(4.793333-5.28]\'','\'(0.091867-0.111833]\'','\'(15.2-22.3]\'','\'(90.9-119.2]\'','\'(0.996426-0.997334]\'','\'(3.0575-3.21625]\'','\'(-inf-0.53875]\'','\'(9.05-9.7]\'',6
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(15.2-22.3]\'','\'(-inf-34.3]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.7475-0.95625]\'','\'(9.7-10.35]\'',5
'\'(6.295-6.86]\'','\'(0.631-0.704]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(15.2-22.3]\'','\'(34.3-62.6]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.558-0.631]\'','\'(-inf-0.066667]\'','\'(1.873333-2.36]\'','\'(0.0719-0.091867]\'','\'(36.5-43.6]\'','\'(34.3-62.6]\'','\'(0.996426-0.997334]\'','\'(3.375-3.53375]\'','\'(0.53875-0.7475]\'','\'(9.05-9.7]\'',5
'\'(6.86-7.425]\'','\'(0.339-0.412]\'','\'(0.266667-0.333333]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.7475-0.95625]\'','\'(11-11.65]\'',8
'\'(6.86-7.425]\'','\'(0.339-0.412]\'','\'(0.266667-0.333333]\'','\'(1.873333-2.36]\'','\'(0.051933-0.0719]\'','\'(8.1-15.2]\'','\'(-inf-34.3]\'','\'(0.99461-0.995518]\'','\'(3.21625-3.375]\'','\'(0.53875-0.7475]\'','\'(11-11.65]\'',7
